Judul,Tanggal,Penulis,Isi,Link Lengkap
Komika Fico Fachriza Ditetapkan Sebagai Tersangka,,"['Https', 'Www.Facebook.Com Tirtoid']","Penyidik Direktorat Reserse Narkoba Polda Metro Jaya menetapkan komika Fico Fachriza sebagai tersangka terkait dugaan penyalahgunaan narkoba jenis tembakau sintetis.





""Penyidik sudah menetapkan yang bersangkutan sebagai tersangka dengan berbagai pertimbangan,"" kata Kepala Bidang Humas Polda Metro Jaya Kombes Pol Endra Zulpan di Jakarta, Jumat (14/1/2022), seperti dilansir Antara.







Zulpan mengatakan penetapan status tersangka terhadap Fico berdasarkan dua alat bukti dan hasil tes urine yang menunjukkan hasil positif narkoba.



""Ada barang bukti yang diamankan kemudian hasil tes urine,"" ujarnya.





Zulpan mengungkapkan Fico ditangkap petugas di rumahnya kawasan Pancoran, Depok, Jawa Barat pada Kamis sekitar pukul 18.15 WIB.





Saat penggeledahan di rumah yang bersangkutan, petugas menemukan satu bungkus rokok berisi tembakau sintetis seberat 1,45 gram.





Adapun pasal yang persangkaan kepada Fico, yakni Pasal 112 ayat 1 subsider Pasal 27 ayat 1 KUHP Undang-Undang Nomor 35 Tahun 2009 tentang narkotika.





""Ancaman hukuman penjara paling singkat 4 tahun, paling lama 12 tahun,"" ujar Zulpan.





Nama Fico Fachriza mulai dikenal publik berkat penampilannya dalam ajang pencarian bakat Stand Up Comedy 3.





Selain itu, Fico juga pernah tampil dalam beberapa film layar lebar, seperti Comic 8, Ngenest The Movie, dan Sesuai Aplikasi.





Penangkapan terhadap Fico Fachriza kian menambah panjang daftar publik figur yang harus berurusan dengan aparat penegak hukum lantaran terlibat dalam penyalahgunaan narkotika.





Awal 2022 diwarnai dengan penangkapan aktor Naufal Samudra.

Naufal ditangkap pada Jumat (7/1) berdasarkan pengembangan dari penangkapan pemasok narkoba jenis Lysergic Acid Diethylamide (LSD) kepada aktor Rizky Nazar. Rizky Nazar telah terlebih dulu ditangkap pada polisi pada 4 Desember 2021.





Kasus selanjutnya adalah penangkapan terhadap pedangdut Velline Chu pada pada Sabtu (8/1), di kediamannya di Kecamatan Jatisampurna, Bekasi.





Pedangdut bernama asli Kustiningsih ini ditangkap bersama suaminya Budi Hartono (34). Keduanya ditangkap atas penyalahgunaan narkotika jenis sabu-sabu.





Kasus terbaru, musisi sekaligus aktor Ardhito Pramono juga ditangkap polisi karena mengonsumsi ganja.",https://tirto.id/komika-fico-fachriza-ditetapkan-sebagai-tersangka-gnGJ
Update COVID-19 RI 14 Januari 2022: Kasus Positif Bertambah 850,,"['Alfian Putra Abdi', 'Https', 'Www.Facebook.Com Tirtoid']","Angka pertambahan kasus COVID-19 hari ini sebanyak 850, lebih tinggi dibandingkan pada hari sebelumnya yakni 793 kasus.",https://tirto.id/update-covid-19-ri-14-januari-2022-kasus-positif-bertambah-850-gnGH
"Fico Fachriza Ditangkap atas Temuan Tembakau Sintetis 1,45 Gram",,"['Https', 'Www.Facebook.Com Tirtoid']","Komika Fico Fachriza ditangkap penyidik Direktorat Reserse Narkoba Polda Metro Jaya atas barang bukti berupa narkotika jenis tembakau sintetis.

""Penggeledahan di rumah yang bersangkutan ditemukan satu bungkus rokok berisi barang bukti narkotika jenis tembakau sintetis seberat 1,45 gram,"" kata Kabid Humas Polda Metro Jaya Kombes Pol Endra Zulpan di Jakarta, Jumat (14/1/2022).

Zulpan mengungkapkan Fico ditangkap pada Kamis (13/1/2022) sekitar pukul 18.15 WIB di rumahnya, kawasan Pancoran Mas Kota Depok.

Fico dikenal publik berkat ajang pencarian bakat Stand Up Comedy 3.

Selain itu, Fico juga pernah tampil dalam beberapa film layar lebar seperti film Comic 8, Ngenest The Movie dan Sesuai Aplikasi.

Penangkapan terhadap Fico Fachriza kian menambah panjang daftar publik figur yang harus berurusan dengan aparat penegak hukum lantaran terlibat dalam penyalahgunaan narkotika.

Pada awal 2022 diwarnai dengan penangkapan aktor Naufal Samudra. Ia

ditangkap pada Jumat (7/1) berdasarkan pengembangan dari penangkapan pemasok narkoba jenis Lysergic Acid Diethylamide (LSD) kepada aktor Rizky Nazar.



Sedangkan Rizky Nazar telah terlebih dulu ditangkap pada polisi pada Selasa, 14 Desember 2021.

Kasus selanjutnya adalah penangkapan terhadap pedangdut Velline Chu pada pada Sabtu (8/1/2022), di kediamannya di Kecamatan Jatisampurna, Bekasi.

Pedangdut bernama asli Kustiningsih ini ditangkap bersama suaminya Budi Hartono (34). Keduanya ditangkap atas penyalahgunaan narkotika jenis sabu-sabu. Terbaru, aktor dan musisi Ardhito Pramono ditangkap polisi atas kasus penyalahgunaan narkotika.











",https://tirto.id/fico-fachriza-ditangkap-atas-temuan-tembakau-sintetis-145-gram-gnGG
"Penyebab Gempa Banten Magnitudo 6,7 yang Tak Berpotensi Tsunami",,"['Riyan Setiawan', 'Https', 'Www.Facebook.Com Tirtoid']","BMKG menyebutkan penyebab gempa tektonik berkekuatan magnitudo 6,7 dengan pusat gempa di Pandeglang, Banten yang tak berpotensi tsunami.",https://tirto.id/penyebab-gempa-banten-magnitudo-67-yang-tak-berpotensi-tsunami-gnGD
"Dampak Gempa Banten: Gedung di Jakarta Bergetar, Warga Panik",,"['Https', 'Www.Facebook.Com Tirtoid']","Guncangan gempa M 6,7 di Banten membuat orang-orang yang berkantor di gedung-gedung yang ada di Jakarta panik dan buru-buru melakukan evakuasi.",https://tirto.id/dampak-gempa-banten-gedung-di-jakarta-bergetar-warga-panik-gnGB
"Gempa Berkekuatan M 6,7 di Banten, Getaran Sampai ke Jabodetabek",,"['Riyan Setiawan', 'Https', 'Www.Facebook.Com Tirtoid']",Getaran gempa yang berpusat di Banten terasa kuat sampai ke daerah Jakarta dan sekitarnya.,https://tirto.id/gempa-berkekuatan-m-67-di-banten-getaran-sampai-ke-jabodetabek-gnGv
Riza Patria Bantah Minta Jabatannya Diperpanjang Sampai 2024,,"['Riyan Setiawan', 'Https', 'Www.Facebook.Com Tirtoid']",Riza Patria menolak disebut meminta-minta kepada siapapun agar masa jabatannya sebagai Wagub DKI diperpanjang sampai 2024.,https://tirto.id/riza-patria-bantah-minta-jabatannya-diperpanjang-sampai-2024-gnGo
Amnesty Internasional: Hukuman Mati kepada Herry Tak Manusiawi,,"['Riyan Setiawan', 'Https', 'Www.Facebook.Com Tirtoid']","Ketua Umum Amnesty Internasional, Usman Hamid menilai hukuman mati dan kebiri kepada pelaku pemerkosaan 13 santriwati di Madani Boarding School, Bandung, Jawa Barat, Herry Wirawan, tidak manusiawi.





""Menjatuhkan hukuman kepadanya atau kepada siapa pun dengan bentuk hukuman mati atau kebiri jelas merupakan bentuk penghukuman yang tidak manusiawi, kejam, dan merendahkan martabat manusia,"" kata Usman melalui keterangan tertulisnya, Jumat (14/1/2022).







Usman menyatakan perbuatan Herry memang sama sekali tidak bisa ditoleransi, karena benar-benar menginjak-injak perikemanusiaan.



Namun, menurutnya bentuk hukuman mati dan kebiri merupakan tidak berperikemanusiaan yang adil dan beradab.





Kasus Herry dan banyak kasus lainnya, kata Usman juga semakin menunjukkan betapa meluasnya kejahatan seksual di Indonesia.





Oleh karena itu, publik perlu mendorong perubahan besar-besaran, salah satunya dengan pengesahan Rancangan Undang-undang Tindak Pidana Kekerasan Seksual (RUU-TPKS) untuk membantu mengatasi masalah kekerasan seksual secara menyeluruh.





Pengesahan RUU TPKS juga dapat membantu pemenuhan hak korban untuk mendapat kan hak-haknya seperti hak atas penanganan, hak atas perlindungan, dan hak atas pemilihan yang sangat penting untuk memberikan keadilan pada korban.





""Menghukum satu orang saja tidak akan mengubah situasi kedaruratan kekerasan seksual. Wujudkan perlindungan masyarakat dari kekerasan seksual, dengan menghukum pelaku secara adil dan dengan mengesahkan RUU TPKS segera,"" pungkasnya.





Kejaksaan Tinggi (Kejati) Jawa Barat menuntut Herry Wirawan (36) dengan hukuman mati. Herry merupakan pemilik dan pengasuh Madani Boarding School.





“Sebagai komitmen kami untuk memberikan efek jera kepada pelaku,” ujar Kepala Kajati Jawa Barat, Asep N. Mulyana di Pengadilan Negeri Bandung, Selasa (11/1/2022).





Jaksa juga menambahkan sanksi untuk Herry berupa membayar denda Rp500 juta dan membayar biaya restitusi kepada para korban Rp331 juta. Serta sanksi non-material berupa pengumuman identitas, identitas terdakwa disebarkan, dan hukuman kebiri kimia.





“Perbuatan terdakwa bukan saja berpengaruh kepada kehormatan fisik. Tapi berpengaruh ke psikologis dan emosional para santri keseluruhan,” ujar Asep.



",https://tirto.id/amnesty-internasional-hukuman-mati-kepada-herry-tak-manusiawi-gnGk
Penjelasan Panglima TNI Andika soal Kursi Pangkostrad yang Kosong,,"['Andrian Pratama Taher', 'Https', 'Www.Facebook.Com Tirtoid']",Andika sebut kursi Pangkostrad masih kosong karena TNI ingin melakukan pengisian jabatan bersamaan dengan jabatan lainnya.,https://tirto.id/penjelasan-panglima-tni-andika-soal-kursi-pangkostrad-yang-kosong-gnGi
"1 Siswa Positif COVID-19, SMAN 6 Jakarta Hentikan Sementara PTM",,"['Https', 'Www.Facebook.Com Tirtoid']","Meskipun penularan COVID-19 terjadii dari luar sekolah, tapi kegiatan PTM di SMAN 6 Jakarta dihentikan sementara selama lima hari.",https://tirto.id/1-siswa-positif-covid-19-sman-6-jakarta-hentikan-sementara-ptm-gnGe
"Tak Lapor Balik Dosen UNJ, Gibran: Diamkan Saja, Nanti Kan Bosan",,"['Https', 'Www.Facebook.Com Tirtoid']","Wali Kota Surakarta Gibran Rakabuming Raka memastikan tidak akan melaporkan balik dosen Universitas Negeri Jakarta (UNJ) Ubedilah Badrun yang sebelumnya sudah melaporkannya ke Komisi Pemberantasan Korupsi (KPK).





""Tidak usah, didiamkan saja nanti kan bosan,"" katanya di Solo, Jumat (14/1/2022), seperti dilansir Antara.







Apalagi, kata dia, saat ini pemberitaan terkait dengan kasus tersebut sudah mulai mereda.



""Fokus bekerja saja. Seperti tidak punya pekerjaan saja, sibuk,"" katanya.





Ia juga tidak merasa nama baiknya tercemar dengan pelaporan tersebut sehingga tidak perlu ada upaya pelaporan balik atas pencemaran nama baik.





""Aku nyolong (mencuri) ngono, tercemar,"" katanya.





Sebelumnya, atas tuduhan Ubedillah terhadap dirinya dan sang adik Kaesang Pangarep, Gibran meminta agar Ubedillah membuktikan terlebih dahulu.





""Dibuktikan sik, aku salah po ra (saya salah atau tidak). Salah yo detik ini ditangkep wae ra popo (tidak apa-apa),"" katanya.





Ubedillah sendiri telah melaporkan Gibran dan Kaesang ke KPK, Senin (10/1) terkait dengan tindak pidana korupsi dan/atau tindak pidana pencucian uang berkaitan dengan dugaan korupsi, kolusi, nepotisme (KKN) relasi bisnis anak Presiden dengan grup bisnis yang diduga terlibat pembakaran hutan.

Dalam laporannya, Ubedilah menduga Gibran dan Kaesang bersangkut paut dengan proses hukum pembakaran hutan dan lahan yang melibatkan anak perusahaan PT SM yakni PT BMH.",https://tirto.id/tak-lapor-balik-dosen-unj-gibran-diamkan-saja-nanti-kan-bosan-gnF7
Polisi Tangkap Penendang Sesajen di Gunung Semeru,,"['Https', 'Www.Facebook.Com Tirtoid']","Pria berinisal FH ditangkap di Kecamatan Banguntapan, Kabupaten Bantul, Daerah Istimewa Yogyakarta (DIY), Kamis (13/1/2022) malam.",https://tirto.id/polisi-tangkap-penendang-sesajen-di-gunung-semeru-gnFV
Jokowi Sebut Indonesia Akan Punya 57 Bendungan Akhir 2024,,"['Andrian Pratama Taher', 'Https', 'Www.Facebook.Com Tirtoid']","Presiden Jokowi meresmikan bendungan Bintang Bano, Sumbawa Barat, NTB, Jumat (14/1/2022). Dalam peresmian tersebut, Jokowi bersyukur bendungan yang dibangun sejak 2015 lalu bisa selesai. Ia pun menyebut Indonesia akan memiliki 57 bendungan baru hingga 2024.





""Insya Allah nanti pada akhir 2024 total bendungan yang akan diselesaikan adalah 57 bendungan di seluruh tanah air Indonesia,"" kata Jokowi di NTB, Jumat.







Jokowi kembali menegaskan pembangunan bendungan penting untuk memenuhi target kedaulatan pangan dan kemandirian pangan. Menurut Jokowi, kunci kedaulatan dan kemandirian pangan adalah air.



""Kuncinya ada air dan air itu ada kalau kita memiliki bendungan yang sebanyak-banyaknya. Oleh sebab itu kenapa bendungan-bendungan ini kita bangun,"" kata Jokowi.





Jokowi mengatakan bendungan Bintang Bano dengan kapasitas 76 juta meter kubik dan luas 256 hektar ini diprediksi mampu mengairi 6700 hektar sawah.





""Alhamdulillah pada hari ini, Bendungan Bintang Bano yang dibangun sejak 2015 menghabiskan biaya Rp 1,44 triliun sudah selesai dan bisa difungsikan,"" kata mantan Wali Kota Solo itu.





Jokowi pun menuturkan, bendungan Bintang Bano adalah bendungan ketiga yang disahkan pemerintah. Sebelumnya ada bendungan Tanju dan Mila yang disahkan pemerintah pada 2018 lalu. Ia berharap semua bendungan bisa memenuhi kebutuhan air masyarakat NTB.



",https://tirto.id/jokowi-sebut-indonesia-akan-punya-57-bendungan-akhir-2024-gnFT
Kejagung Mulai Penyidikan Kasus Proyek Satelit Kemhan 2015,,"['Https', 'Www.Facebook.Com Tirtoid']","Kejaksaan Agung menerbitkan surat pemberitahuan dimulainya penyidikan (SPDP) kasus proyek satelit Kemhan hari ini, Jumat (14/1/2022).",https://tirto.id/kejagung-mulai-penyidikan-kasus-proyek-satelit-kemhan-2015-gnFP
"Kasus Omicron Indonesia Bertambah jadi 572 Orang, Kata Kemenkes",,"['Https', 'Www.Facebook.Com Tirtoid']",Kasus COVID-19 varian Omicron di Indonesia bertambah total menjadi 572 orang hingga Rabu (12/1/2022).,https://tirto.id/kasus-omicron-indonesia-bertambah-jadi-572-orang-kata-kemenkes-gnFN
Komika FF Ditangkap Polisi atas Kasus Penyalahgunaan Narkoba,,"['Https', 'Www.Facebook.Com Tirtoid']","Komika berinisial FF ditangkap penyidik Direktorat Reserse Narkoba Polda Metro Jaya atas dugaan tindak pidana penyalahgunaan narkotika.

""Iya, FF benar ditangkap,"" kata Direktur Reserse Narkoba Polda Metro Jaya, Kombes Pol Mukti Juharsa saat dikonfirmasi, Jumat (14/1/2022).



Namun, Mukti belum bisa memberikan keterangan lebih lanjut terkait kasus tersebut karena proses pemeriksaan terhadap FF yang masih berjalan.

Meski tidak menyebutkan secara detail, Mukti mengatakan FF adalah seorang komedian. Meski tidak menyebutkan secara detail, Mukti mengatakan FF adalah seorang komedian.",https://tirto.id/komika-ff-ditangkap-polisi-atas-kasus-penyalahgunaan-narkoba-gnFE
Alasan Pemerintah Cabut Larangan Kedatangan WNA dari 14 Negara,,"['Https', 'Www.Facebook.Com Tirtoid']",Pemerintah beralasan varian Omicron sudah meluas ke 150 dari 195 negara di dunia per 10 Januari 2022.,https://tirto.id/alasan-pemerintah-cabut-larangan-kedatangan-wna-dari-14-negara-gnFy
PKS: Pembahasan RUU Ibu Kota Negara di DPR Ugal-ugalan,,"['Alfian Putra Abdi', 'Https', 'Www.Facebook.Com Tirtoid']",Jubir PKS Pipin Sopian mengatakan pembahasan RUU Ibu Kota Negara (IKN) minim keterlibatan partisipasi masyarakat.,https://tirto.id/pks-pembahasan-ruu-ibu-kota-negara-di-dpr-ugal-ugalan-gnFv
"Minta UU Cipta Kerja Dicabut, Ribuan Buruh Demo di Gedung DPR",,"['Https', 'Www.Facebook.Com Tirtoid']","Perkiraan demonstran mencapai 10 ribu orang dari KSPI, KPBI, KSPSI, Serikat Petani Indonesia, Jala PRT, dan berbagai organisasi pendukung partai buruh.",https://tirto.id/minta-uu-cipta-kerja-dicabut-ribuan-buruh-demo-di-gedung-dpr-gnFk
IHSG Hari Ini Melemah di Tengah Minimnya Sentimen Dalam Negeri,,"['Selfie Miftahul Jannah', 'Https', 'Www.Facebook.Com Tirtoid']",IHSG Hari Ini 14 Januari 2022 IHSG Hari Ini Melemah di Tengah Minimnya Sentimen Dalam Negeri,https://tirto.id/ihsg-hari-ini-melemah-di-tengah-minimnya-sentimen-dalam-negeri-gnE9
Kemenhub Masih Kaji Kenaikan Tarif KRL Jadi Rp5 Ribu,,"['Selfie Miftahul Jannah', 'Https', 'Www.Facebook.Com Tirtoid']","Zakiah Daradjat, Pelopor Pendidikan Agama di Sekolah Umum",https://tirto.id/kemenhub-masih-kaji-kenaikan-tarif-krl-jadi-rp5-ribu-gnFb
Squid Game di Mata Ekspat Korsel: Hiburan Zaman Susah,,"['Joan Aurelia', 'Https', 'Www.Facebook.Com Tirtoid']","Permainan di serial Squid Game menjadi pengingat bagaimana kehidupan di Korea Selatan pernah serba susah, kata para ekspatriat Korea Selatan di Indonesia.",https://tirto.id/squid-game-di-mata-ekspat-korsel-hiburan-zaman-susah-gl1J
"Biang Banjir Kalbar: Sawit Diusir, Ratusan Tambang Tetap Jalan",,"['Haris Prabowo', 'Https', 'Www.Facebook.Com Tirtoid']",Perubahan bentang alam di DAS Kapuas akibat deforestasi memicu banjir terparah. Mengusir perusahaan sawit saja tidak cukup jadi solusi.,https://tirto.id/biang-banjir-kalbar-sawit-diusir-ratusan-tambang-tetap-jalan-glNj
Sulitnya Menjadi Penyintas Perdagangan Manusia di Indonesia,,"['Adi Renaldi', 'Https', 'Www.Facebook.Com Tirtoid']",Penyintas perdagangan manusia masih belum mendapat pemulihan optimal dari negara. Lemahnya koordinasi pusat-daerah dan anggaran minim jadi batu sandungan.,https://tirto.id/sulitnya-menjadi-penyintas-perdagangan-manusia-di-indonesia-glLT
Yang Tak Dibicarakan Saat Pandemi: Kekerasan & Perdagangan Manusia,,"['Adi Renaldi', 'Https', 'Www.Facebook.Com Tirtoid']",Kasus kekerasan terhadap anak dan perdagangan manusia meningkat sepanjang pandemi. Penyebabnya selain faktor ekonomi juga hukum di Indonesia.,https://tirto.id/yang-tak-dibicarakan-saat-pandemi-kekerasan-perdagangan-manusia-glLv
Benarkah Kebakaran Taman Nasional Komodo Lantaran Faktor Alam?,,"['Haris Prabowo', 'Https', 'Www.Facebook.Com Tirtoid']","Citra Satelit Pulau Rinca di Hari Kebakaran

Kebakaran Karena Ulah Manusia?

Infografik HL Indepth Kebakaran Taman Nasional Komodo. tirto.id/Lugas

Infografik HL Indepth Kebakaran Taman Nasional Komodo. tirto.id/Lugas

Infografik HL Indepth Kebakaran Taman Nasional Komodo. tirto.id/Lugas

Infografik HL Indepth Kebakaran Taman Nasional Komodo. tirto.id/Lugas

Invasi Swasta Demi Pariwisata dan Minimnya Mitigasi

Pulau Padar hanya terdiri dari zona inti dan zona rimba. Perubahan signifikan terjadi pada 2012 ketika pihak KLHK melalui SK No. SK.21/IV-SET/2012 mengkonversi 303,9 hektar lahan di pulau itu menjadi zona pemanfaatan wisata darat.



Berdasarkan desain tapak, masih berdasarkan catatan Sunspirit, zona pemanfaatan ini dibagi menjadi 275 hektar untuk ruang usaha dan 28,9 hektar untuk ruang wisata publik. Dua tahun setelah itu, tepat pada September 2014, KLHK menerbitkan perizinan bagi PT KWE di Pulau Padar. 274,13 hektar dari total 275 hektar ruang usaha diserahkan kepada PT itu untuk dibangun resort-resort ekslusif.",https://tirto.id/benarkah-kebakaran-taman-nasional-komodo-lantaran-faktor-alam-glxE
'Sudah Ikhlas': Banyaknya Kasus Penipuan Daring Tak Diproses Polisi,,"['Reja Hidayat', 'Https', 'Www.Facebook.Com Tirtoid']",Ada ratusan ribu kasus penipuan daring dengan kerugian ratusan milyar rupiah tak diproses. Anggaran dan personel minim jadi penyebabnya.,https://tirto.id/sudah-ikhlas-banyaknya-kasus-penipuan-daring-tak-diproses-polisi-gk9r
